taxi_id_a,taxi_id_b,first_met_at
20000081,20000254,2013-08-25 18:00:14
20000067,20000470,2013-08-25 18:22:08
20000067,20000502,2013-08-25 18:24:54
20000235,20000506,2013-08-25 18:27:41
20000400,20000597,2013-08-25 18:32:42
20000310,20000657,2013-08-25 18:55:57
20000307,20000574,2013-08-25 19:25:19
20000081,20000171,2013-08-25 19:35:00
20000081,20000320,2013-08-25 19:38:04
20000423,20000520,2013-08-25 19:58:07
20000524,20000621,2013-08-25 20:11:56
20000195,20000527,2013-08-25 20:29:59
20000057,20000320,2013-08-25 20:35:35
20000140,20000557,2013-08-25 20:36:26
20000311,20000589,2013-08-25 20:45:23
20000273,20000320,2013-08-25 20:58:26
20000179,20000454,2013-08-25 20:59:29
20000179,20000311,2013-08-25 21:02:43
20000337,20000463,2013-08-25 21:15:06
20000199,20000249,2013-08-25 21:15:08
20000015,20000626,2013-08-25 21:47:23
20000012,20000285,2013-08-25 21:50:41
20000387,20000904,2013-08-25 21:52:34
20000012,20000612,2013-08-25 21:53:26
20000295,20000320,2013-08-25 21:57:09
20000008,20000273,2013-08-25 22:07:33
20000256,20000325,2013-08-25 22:22:05
20000005,20000470,2013-08-25 22:34:07
20000395,20000529,2013-08-25 23:58:40
20000273,20000626,2013-08-26 00:06:05
20000273,20000625,2013-08-26 03:17:47
20000007,20000560,2013-08-26 04:04:00
20000020,20000904,2013-08-26 07:37:38
20000080,20000137,2013-08-26 07:45:31
20000353,20000602,2013-08-26 07:47:03
20000060,20000549,2013-08-26 07:55:10
20000186,20000242,2013-08-26 07:56:32
20000098,20000333,2013-08-26 07:56:52
20000249,20000480,2013-08-26 08:01:48
20000057,20000281,2013-08-26 08:06:03
20000224,20000360,2013-08-26 08:20:38
20000129,20000148,2013-08-26 08:36:10
20000177,20000484,2013-08-26 08:52:54
20000484,20000687,2013-08-26 08:53:40
20000138,20000697,2013-08-26 09:11:40
20000360,20000617,2013-08-26 09:35:19
20000192,20000615,2013-08-26 09:40:14
20000470,20000671,2013-08-26 09:47:56
20000015,20000187,2013-08-26 09:49:34
20000370,20000527,2013-08-26 09:51:06
20000352,20000426,2013-08-26 09:51:59
20000487,20000527,2013-08-26 09:57:01
20000042,20000524,2013-08-26 10:14:29
20000205,20000421,2013-08-26 10:30:01
20000423,20000904,2013-08-26 10:33:38
20000140,20000245,2013-08-26 11:41:04
20000571,20000578,2013-08-26 11:54:33
20000026,20000669,2013-08-26 11:55:12
20000089,20000460,2013-08-26 11:57:54
20000460,20000527,2013-08-26 11:57:54
20000089,20000527,2013-08-26 11:57:57
20000160,20000671,2013-08-26 12:00:55
20000254,20000674,2013-08-26 12:01:00
20000541,20000671,2013-08-26 12:04:21
20000331,20000345,2013-08-26 12:24:11
20000038,20000083,2013-08-26 12:51:21
20000083,20000303,2013-08-26 13:39:49
20000144,20000483,2013-08-26 13:41:37
20000289,20000451,2013-08-26 14:06:43
20000095,20000367,2013-08-26 14:14:57
20000367,20000606,2013-08-26 14:18:58
20000151,20000539,2013-08-26 14:22:15
20000083,20000391,2013-08-26 14:33:46
20000314,20000435,2013-08-26 14:44:45
20000032,20000359,2013-08-26 14:50:49
20000386,20000393,2013-08-26 14:56:19
20000268,20000617,2013-08-26 14:59:30
20000041,20000578,2013-08-26 15:00:37
20000017,20000576,2013-08-26 15:01:09
20000472,20000617,2013-08-26 15:01:58
20000577,20000612,2013-08-26 15:04:32
20000177,20000648,2013-08-26 15:11:15
20000049,20000273,2013-08-26 15:16:30
20000393,20000571,2013-08-26 15:28:02
20000083,20000205,2013-08-26 15:41:16
20000083,20000695,2013-08-26 15:41:46
20000269,20000303,2013-08-26 15:47:32
20000041,20000104,2013-08-26 15:54:49
20000084,20000653,2013-08-26 15:55:19
20000249,20000589,2013-08-26 16:00:42
20000305,20000356,2013-08-26 16:19:42
20000315,20000612,2013-08-26 16:34:24
20000352,20000381,2013-08-26 16:43:40
20000281,20000626,2013-08-26 17:49:10
20000060,20000109,2013-08-26 18:20:34
20000144,20000321,2013-08-26 18:42:49
20000114,20000307,2013-08-26 18:47:35
20000114,20000256,2013-08-26 18:48:31
20000453,20000901,2013-08-26 18:51:32
20000092,20000674,2013-08-26 19:27:08
20000092,20000216,2013-08-26 19:27:38
20000007,20000148,2013-08-26 19:40:14
20000325,20000664,2013-08-26 20:01:31
20000245,20000554,2013-08-26 20:23:17
20000356,20000675,2013-08-26 20:57:09
20000451,20000675,2013-08-26 21:36:48
20000450,20000675,2013-08-26 21:37:49
20000154,20000514,2013-08-26 21:47:54
20000054,20000395,2013-08-26 22:17:08
20000216,20000658,2013-08-26 22:38:43
20000101,20000450,2013-08-26 23:07:38
20000005,20000129,2013-08-26 23:09:50
20000004,20000680,2013-08-26 23:12:07
20000483,20000503,2013-08-26 23:37:14
20000179,20000486,2013-08-27 00:13:14
20000037,20000520,2013-08-27 00:55:48
20000154,20000364,2013-08-27 01:45:15
20000395,20000688,2013-08-27 02:06:32
20000680,20000688,2013-08-27 02:38:55
20000249,20000492,2013-08-27 03:13:01
20000231,20000403,2013-08-27 03:17:55
20000231,20000307,2013-08-27 03:20:25
20000260,20000307,2013-08-27 03:21:11
20000010,20000688,2013-08-27 03:36:06
20000009,20000231,2013-08-27 04:17:50
20000129,20000304,2013-08-27 04:38:56
20000104,20000467,2013-08-27 07:39:06
20000005,20000199,2013-08-27 07:48:59
20000391,20000607,2013-08-27 07:55:08
20000247,20000494,2013-08-27 08:06:15
20000054,20000562,2013-08-27 08:07:25
20000107,20000562,2013-08-27 08:18:24
20000361,20000429,2013-08-27 08:24:31
20000406,20000513,2013-08-27 08:32:23
20000032,20000546,2013-08-27 08:36:09
20000032,20000060,2013-08-27 08:43:39
20000288,20000403,2013-08-27 08:49:59
20000060,20000403,2013-08-27 08:50:57
20000393,20000671,2013-08-27 08:53:32
20000192,20000671,2013-08-27 08:53:46
20000288,20000384,2013-08-27 08:57:39
20000074,20000576,2013-08-27 09:02:31
20000344,20000403,2013-08-27 09:04:13
20000472,20000606,2013-08-27 09:47:24
20000020,20000081,2013-08-27 09:49:03
20000040,20000443,2013-08-27 09:53:08
20000178,20000569,2013-08-27 09:56:04
20000013,20000484,2013-08-27 09:56:10
20000269,20000671,2013-08-27 10:09:01
20000321,20000541,2013-08-27 10:19:53
20000360,20000434,2013-08-27 10:36:28
20000314,20000603,2013-08-27 10:47:39
20000604,20000621,2013-08-27 11:17:17
20000037,20000904,2013-08-27 11:50:03
20000426,20000678,2013-08-27 11:51:04
20000137,20000431,2013-08-27 11:52:38
20000187,20000589,2013-08-27 12:04:28
20000187,20000668,2013-08-27 12:10:54
20000017,20000632,2013-08-27 12:17:09
20000047,20000516,2013-08-27 12:17:09
20000195,20000351,2013-08-27 12:48:12
20000330,20000515,2013-08-27 13:25:01
20000363,20000618,2013-08-27 13:34:15
20000177,20000472,2013-08-27 13:49:20
20000450,20000623,2013-08-27 13:56:47
20000330,20000480,2013-08-27 14:16:02
20000455,20000467,2013-08-27 14:18:07
20000207,20000487,2013-08-27 14:28:32
20000005,20000153,2013-08-27 14:29:05
20000075,20000391,2013-08-27 14:31:32
20000011,20000297,2013-08-27 14:31:58
20000004,20000515,2013-08-27 14:32:05
20000031,20000389,2013-08-27 14:44:04
20000615,20000664,2013-08-27 14:50:24
20000450,20000615,2013-08-27 14:51:09
20000450,20000664,2013-08-27 14:51:11
20000588,20000664,2013-08-27 14:59:28
20000184,20000502,2013-08-27 15:00:40
20000081,20000625,2013-08-27 15:01:51
20000113,20000451,2013-08-27 15:14:24
20000453,20000541,2013-08-27 15:19:59
20000196,20000492,2013-08-27 15:25:14
20000011,20000516,2013-08-27 15:43:46
20000311,20000604,2013-08-27 15:46:02
20000281,20000337,2013-08-27 15:50:42
20000608,20000616,2013-08-27 15:53:15
20000400,20000407,2013-08-27 15:54:59
20000579,20000595,2013-08-27 15:55:40
20000146,20000408,2013-08-27 16:00:57
20000137,20000408,2013-08-27 16:02:27
20000137,20000146,2013-08-27 16:02:30
20000589,20000623,2013-08-27 16:07:24
20000005,20000674,2013-08-27 16:07:27
20000199,20000623,2013-08-27 16:12:04
20000560,20000640,2013-08-27 16:17:11
20000206,20000431,2013-08-27 16:33:44
20000513,20000546,2013-08-27 16:34:52
20000279,20000508,2013-08-27 16:37:11
20000074,20000606,2013-08-27 16:44:20
20000434,20000497,2013-08-27 16:55:46
20000483,20000680,2013-08-27 17:05:04
20000042,20000525,2013-08-27 17:06:21
20000136,20000273,2013-08-27 17:22:45
20000560,20000674,2013-08-27 17:30:08
20000101,20000674,2013-08-27 17:34:18
20000128,20000321,2013-08-27 17:35:31
20000020,20000273,2013-08-27 17:56:50
20000006,20000107,2013-08-27 18:01:05
20000173,20000184,2013-08-27 18:42:16
20000206,20000618,2013-08-27 19:14:00
20000602,20000681,2013-08-27 19:15:29
20000271,20000326,2013-08-27 19:17:14
20000195,20000604,2013-08-27 20:19:32
20000037,20000380,2013-08-27 20:52:18
20000524,20000542,2013-08-27 21:13:28
20000171,20000235,2013-08-27 21:19:22
20000171,20000467,2013-08-27 21:21:56
20000051,20000167,2013-08-27 21:26:22
20000015,20000904,2013-08-27 21:27:30
20000020,20000688,2013-08-27 22:03:12
20000367,20000376,2013-08-27 22:05:27
20000136,20000364,2013-08-27 22:13:04
20000129,20000591,2013-08-27 22:17:25
20000309,20000403,2013-08-28 00:26:55
20000450,20000557,2013-08-28 01:42:56
20000199,20000307,2013-08-28 03:26:54
20000160,20000450,2013-08-28 03:40:19
20000067,20000307,2013-08-28 03:42:47
20000486,20000577,2013-08-28 04:26:45
20000345,20000596,2013-08-28 04:27:28
20000662,20000672,2013-08-28 05:16:16
20000364,20000904,2013-08-28 06:44:23
20000015,20000197,2013-08-28 07:16:46
20000370,20000669,2013-08-28 08:53:45
20000328,20000545,2013-08-28 08:55:02
20000288,20000455,2013-08-28 08:55:23
20000075,20000676,2013-08-28 08:55:43
20000359,20000676,2013-08-28 08:56:11
20000160,20000370,2013-08-28 08:56:34
20000486,20000697,2013-08-28 09:02:44
20000084,20000263,2013-08-28 09:22:13
20000105,20000235,2013-08-28 09:24:40
20000114,20000138,2013-08-28 09:39:48
20000224,20000434,2013-08-28 09:42:11
20000330,20000595,2013-08-28 09:46:10
20000007,20000239,2013-08-28 09:49:38
20000049,20000330,2013-08-28 09:51:37
20000049,20000085,2013-08-28 09:53:33
20000361,20000446,2013-08-28 09:58:59
20000014,20000281,2013-08-28 09:59:51
20000233,20000571,2013-08-28 10:00:16
20000541,20000612,2013-08-28 10:03:34
20000541,20000545,2013-08-28 10:03:39
20000166,20000504,2013-08-28 10:05:59
20000376,20000687,2013-08-28 10:08:05
20000361,20000480,2013-08-28 10:09:13
20000403,20000904,2013-08-28 10:18:22
20000140,20000327,2013-08-28 10:19:15
20000109,20000367,2013-08-28 10:36:54
20000045,20000144,2013-08-28 10:43:28
20000022,20000409,2013-08-28 10:46:00
20000140,20000578,2013-08-28 11:52:39
20000187,20000571,2013-08-28 11:55:48
20000009,20000207,2013-08-28 12:18:51
20000083,20000487,2013-08-28 12:51:26
20000349,20000516,2013-08-28 12:56:24
20000380,20000682,2013-08-28 13:17:11
20000258,20000663,2013-08-28 13:23:45
20000075,20000504,2013-08-28 13:28:15
20000431,20000465,2013-08-28 13:29:14
20000071,20000516,2013-08-28 13:34:19
20000276,20000458,2013-08-28 13:38:30
20000364,20000625,2013-08-28 13:47:02
20000364,20000421,2013-08-28 13:50:44
20000005,20000509,2013-08-28 13:58:46
20000140,20000571,2013-08-28 13:59:08
20000114,20000367,2013-08-28 14:22:00
20000012,20000516,2013-08-28 14:24:09
20000320,20000331,2013-08-28 14:24:17
20000400,20000603,2013-08-28 14:27:00
20000464,20000515,2013-08-28 14:27:08
20000039,20000051,2013-08-28 14:48:25
20000509,20000560,2013-08-28 14:49:31
20000104,20000509,2013-08-28 14:49:32
20000144,20000676,2013-08-28 14:50:44
20000268,20000421,2013-08-28 14:51:51
20000258,20000268,2013-08-28 14:54:07
20000095,20000492,2013-08-28 15:04:07
20000492,20000572,2013-08-28 15:06:49
20000539,20000572,2013-08-28 15:08:30
20000048,20000213,2013-08-28 15:18:08
20000364,20000600,2013-08-28 15:19:36
20000148,20000680,2013-08-28 15:38:03
20000577,20000671,2013-08-28 15:47:23
20000391,20000904,2013-08-28 15:57:08
20000041,20000160,2013-08-28 15:57:48
20000174,20000281,2013-08-28 16:11:37
20000351,20000680,2013-08-28 16:12:55
20000011,20000383,2013-08-28 16:14:59
20000455,20000589,2013-08-28 16:15:26
20000376,20000594,2013-08-28 16:27:19
20000068,20000400,2013-08-28 16:52:23
20000397,20000435,2013-08-28 16:54:59
20000271,20000624,2013-08-28 16:56:53
20000571,20000617,2013-08-28 16:58:24
20000572,20000695,2013-08-28 17:26:00
20000367,20000419,2013-08-28 17:32:33
20000386,20000468,2013-08-28 17:51:29
20000076,20000359,2013-08-28 17:54:00
20000233,20000542,2013-08-28 17:59:33
20000271,20000310,2013-08-28 18:04:47
20000206,20000436,2013-08-28 18:17:58
20000171,20000403,2013-08-28 18:43:25
20000015,20000239,2013-08-28 18:47:46
20000334,20000624,2013-08-28 18:50:50
20000273,20000651,2013-08-28 19:17:17
20000201,20000431,2013-08-28 19:44:16
20000171,20000594,2013-08-28 19:46:29
20000594,20000612,2013-08-28 19:52:13
20000067,20000129,2013-08-28 19:53:09
20000311,20000482,2013-08-28 20:30:32
20000120,20000140,2013-08-28 20:55:28
20000453,20000589,2013-08-28 21:44:36
20000450,20000612,2013-08-28 21:46:20
20000304,20000520,2013-08-28 21:59:30
20000101,20000506,2013-08-28 22:00:19
20000273,20000506,2013-08-28 22:00:34
20000367,20000395,2013-08-28 22:23:24
20000269,20000395,2013-08-28 22:30:26
20000321,20000423,2013-08-28 23:44:33
20000136,20000409,2013-08-28 23:58:49
20000005,20000589,2013-08-29 00:25:39
20000372,20000664,2013-08-29 01:12:52
20000140,20000403,2013-08-29 02:08:59
20000171,20000395,2013-08-29 03:21:44
20000011,20000601,2013-08-29 04:17:23
20000233,20000483,2013-08-29 04:33:32
20000037,20000263,2013-08-29 05:50:01
20000263,20000310,2013-08-29 05:50:31
20000178,20000344,2013-08-29 06:48:33
20000166,20000434,2013-08-29 06:51:42
20000591,20000617,2013-08-29 07:13:10
20000258,20000486,2013-08-29 07:13:16
20000540,20000560,2013-08-29 07:24:10
20000118,20000540,2013-08-29 07:24:39
20000273,20000632,2013-08-29 07:33:34
20000545,20000678,2013-08-29 07:59:30
20000187,20000342,2013-08-29 08:14:11
20000054,20000344,2013-08-29 08:16:42
20000540,20000604,2013-08-29 08:26:21
20000410,20000497,2013-08-29 08:28:54
20000320,20000678,2013-08-29 08:46:45
20000005,20000031,2013-08-29 08:53:55
20000042,20000488,2013-08-29 08:58:02
20000495,20000672,2013-08-29 09:03:11
20000562,20000640,2013-08-29 09:10:07
20000050,20000388,2013-08-29 11:38:44
20000007,20000671,2013-08-29 11:46:33
20000578,20000594,2013-08-29 11:52:52
20000109,20000623,2013-08-29 11:56:22
20000268,20000386,2013-08-29 12:00:09
20000140,20000192,2013-08-29 12:01:04
20000215,20000695,2013-08-29 12:21:09
20000521,20000597,2013-08-29 12:49:47
20000353,20000516,2013-08-29 13:27:07
20000188,20000680,2013-08-29 13:33:01
20000421,20000623,2013-08-29 13:39:07
20000216,20000421,2013-08-29 14:05:34
20000256,20000403,2013-08-29 14:08:24
20000359,20000360,2013-08-29 14:15:29
20000213,20000497,2013-08-29 14:30:14
20000392,20000435,2013-08-29 14:51:18
20000391,20000608,2013-08-29 15:11:26
20000157,20000608,2013-08-29 15:14:30
20000050,20000671,2013-08-29 15:21:35
20000011,20000377,2013-08-29 15:22:19
20000058,20000085,2013-08-29 15:33:29
20000047,20000303,2013-08-29 15:46:52
20000419,20000577,2013-08-29 15:56:51
20000099,20000680,2013-08-29 16:04:10
20000174,20000409,2013-08-29 16:08:03
20000129,20000408,2013-08-29 16:11:03
20000171,20000407,2013-08-29 16:11:06
20000116,20000674,2013-08-29 16:21:22
20000010,20000256,2013-08-29 16:27:19
20000153,20000347,2013-08-29 16:29:34
20000331,20000516,2013-08-29 16:29:34
20000507,20000621,2013-08-29 16:34:39
20000561,20000600,2013-08-29 16:43:55
20000101,20000288,2013-08-29 17:05:24
20000311,20000557,2013-08-29 17:10:32
20000136,20000513,2013-08-29 17:14:41
20000040,20000166,2013-08-29 17:16:01
20000179,20000421,2013-08-29 17:27:31
20000258,20000450,2013-08-29 17:35:10
20000054,20000589,2013-08-29 17:44:11
20000539,20000617,2013-08-29 17:47:08
20000623,20000678,2013-08-29 18:04:42
20000328,20000334,2013-08-29 18:07:34
20000281,20000392,2013-08-29 18:08:24
20000017,20000676,2013-08-29 18:40:42
20000561,20000594,2013-08-29 19:05:01
20000216,20000594,2013-08-29 19:11:31
20000109,20000268,2013-08-29 19:12:46
20000623,20000688,2013-08-29 19:43:24
20000256,20000344,2013-08-29 19:48:50
20000311,20000688,2013-08-29 19:55:17
20000199,20000560,2013-08-29 19:59:48
20000506,20000521,2013-08-29 20:07:42
20000252,20000506,2013-08-29 20:07:46
20000215,20000307,2013-08-29 20:09:15
20000521,20000611,2013-08-29 20:18:42
20000506,20000667,2013-08-29 20:21:16
20000020,20000376,2013-08-29 20:35:23
20000053,20000681,2013-08-29 20:59:53
20000004,20000129,2013-08-29 21:38:29
20000333,20000509,2013-08-29 21:38:50
20000254,20000409,2013-08-29 22:07:31
20000574,20000616,2013-08-29 22:08:44
20000344,20000380,2013-08-29 22:27:28
20000215,20000496,2013-08-29 22:38:55
20000160,20000483,2013-08-29 23:06:36
20000529,20000900,2013-08-29 23:11:02
20000067,20000483,2013-08-29 23:14:51
20000031,20000309,2013-08-29 23:42:59
20000012,20000483,2013-08-30 03:52:52
20000239,20000529,2013-08-30 03:52:58
20000077,20000455,2013-08-30 05:49:06
20000067,20000621,2013-08-30 06:01:01
20000073,20000167,2013-08-30 06:20:33
20000331,20000360,2013-08-30 06:35:32
20000042,20000400,2013-08-30 07:00:06
20000195,20000607,2013-08-30 07:36:41
20000252,20000296,2013-08-30 07:37:19
20000386,20000618,2013-08-30 07:50:16
20000142,20000904,2013-08-30 07:59:33
20000142,20000588,2013-08-30 08:12:20
20000066,20000174,2013-08-30 08:35:36
20000435,20000662,2013-08-30 09:00:12
20000039,20000540,2013-08-30 09:12:17
20000540,20000545,2013-08-30 09:13:01
20000187,20000480,2013-08-30 09:13:54
20000361,20000663,2013-08-30 09:32:03
20000161,20000187,2013-08-30 09:50:10
20000120,20000547,2013-08-30 10:08:44
20000289,20000465,2013-08-30 10:12:28
20000216,20000675,2013-08-30 10:18:11
20000039,20000126,2013-08-30 10:20:43
20000195,20000615,2013-08-30 10:33:19
20000615,20000687,2013-08-30 10:34:16
20000347,20000578,2013-08-30 11:03:51
20000197,20000455,2013-08-30 11:12:33
20000356,20000608,2013-08-30 11:25:14
20000307,20000539,2013-08-30 11:33:44
20000045,20000539,2013-08-30 11:34:29
20000591,20000695,2013-08-30 11:40:15
20000160,20000386,2013-08-30 12:03:14
20000305,20000695,2013-08-30 12:17:47
20000436,20000591,2013-08-30 12:25:57
20000331,20000663,2013-08-30 12:46:13
20000027,20000682,2013-08-30 12:56:16
20000081,20000468,2013-08-30 13:23:33
20000012,20000367,2013-08-30 13:35:29
20000012,20000160,2013-08-30 13:47:28
20000648,20000678,2013-08-30 13:48:59
20000114,20000199,2013-08-30 13:52:05
20000058,20000541,2013-08-30 13:54:01
20000085,20000525,2013-08-30 13:55:23
20000041,20000393,2013-08-30 14:04:12
20000272,20000281,2013-08-30 14:04:15
20000010,20000152,2013-08-30 14:11:40
20000393,20000562,2013-08-30 14:18:00
20000089,20000664,2013-08-30 14:21:12
20000192,20000663,2013-08-30 14:28:33
20000472,20000588,2013-08-30 14:30:51
20000381,20000588,2013-08-30 14:34:21
20000391,20000443,2013-08-30 14:55:34
20000178,20000391,2013-08-30 15:02:05
20000410,20000421,2013-08-30 15:10:07
20000195,20000560,2013-08-30 15:15:23
20000410,20000560,2013-08-30 15:19:52
20000261,20000276,2013-08-30 15:33:03
20000468,20000572,2013-08-30 15:55:03
20000307,20000495,2013-08-30 15:55:44
20000325,20000424,2013-08-30 15:58:35
20000128,20000541,2013-08-30 16:04:55
20000186,20000648,2013-08-30 16:05:59
20000229,20000409,2013-08-30 16:08:25
20000144,20000524,2013-08-30 16:10:06
20000177,20000314,2013-08-30 16:10:22
20000044,20000502,2013-08-30 16:14:14
20000044,20000188,2013-08-30 16:16:14
20000040,20000667,2013-08-30 16:26:35
20000476,20000695,2013-08-30 16:30:46
20000195,20000625,2013-08-30 16:50:29
20000199,20000276,2013-08-30 16:58:13
20000100,20000697,2013-08-30 17:33:19
20000651,20000678,2013-08-30 17:55:30
20000136,20000383,2013-08-30 18:00:13
20000005,20000041,2013-08-30 18:01:30
20000177,20000383,2013-08-30 18:02:18
20000144,20000436,2013-08-30 18:02:45
20000525,20000663,2013-08-30 18:19:49
20000295,20000680,2013-08-30 18:20:03
20000040,20000053,2013-08-30 18:26:45
20000146,20000213,2013-08-30 18:42:30
20000492,20000554,2013-08-30 18:52:20
20000386,20000561,2013-08-30 18:58:03
20000509,20000640,2013-08-30 19:08:57
20000157,20000410,2013-08-30 19:26:42
20000356,20000607,2013-08-30 19:43:29
20000269,20000521,2013-08-30 20:22:54
20000004,20000158,2013-08-30 20:36:19
20000359,20000450,2013-08-30 20:59:12
20000154,20000632,2013-08-30 21:12:10
20000254,20000436,2013-08-30 21:15:10
20000136,20000356,2013-08-30 21:35:36
20000004,20000356,2013-08-30 21:37:11
20000136,20000250,2013-08-30 21:39:51
20000160,20000520,2013-08-30 22:29:43
20000158,20000409,2013-08-30 22:30:49
20000031,20000347,2013-08-30 22:46:15
20000345,20000600,2013-08-30 22:54:25
20000254,20000364,2013-08-30 23:06:47
20000173,20000409,2013-08-30 23:11:36
20000245,20000688,2013-08-30 23:14:20
20000280,20000372,2013-08-30 23:36:22
20000158,20000297,2013-08-30 23:41:02
20000024,20000231,2013-08-30 23:44:03
20000482,20000904,2013-08-31 00:10:17
20000419,20000612,2013-08-31 00:14:23
20000570,20000578,2013-08-31 00:27:25
20000249,20000364,2013-08-31 00:32:49
20000004,20000067,2013-08-31 00:39:50
20000235,20000600,2013-08-31 00:43:17
20000003,20000341,2013-08-31 00:43:59
20000057,20000341,2013-08-31 00:45:45
20000031,20000154,2013-08-31 00:51:28
20000311,20000356,2013-08-31 00:54:31
20000008,20000561,2013-08-31 00:55:11
20000483,20000570,2013-08-31 00:58:38
20000268,20000285,2013-08-31 01:22:25
20000571,20000649,2013-08-31 01:51:56
20000217,20000403,2013-08-31 02:04:27
20000003,20000012,2013-08-31 02:27:46
20000359,20000451,2013-08-31 02:29:42
20000497,20000685,2013-08-31 02:48:18
20000351,20000492,2013-08-31 02:56:09
20000036,20000108,2013-08-31 02:58:13
20000036,20000166,2013-08-31 02:59:57
20000195,20000380,2013-08-31 03:03:29
20000136,20000268,2013-08-31 03:03:45
20000268,20000325,2013-08-31 03:07:44
20000235,20000529,2013-08-31 03:09:35
20000376,20000419,2013-08-31 03:09:36
20000419,20000611,2013-08-31 03:10:09
20000376,20000610,2013-08-31 03:10:21
20000419,20000610,2013-08-31 03:11:24
20000610,20000611,2013-08-31 03:12:25
20000482,20000506,2013-08-31 03:13:05
20000067,20000520,2013-08-31 03:14:32
20000325,20000574,2013-08-31 03:18:44
20000006,20000239,2013-08-31 03:23:24
20000041,20000321,2013-08-31 03:25:00
20000192,20000653,2013-08-31 03:25:39
20000118,20000372,2013-08-31 03:35:06
20000178,20000557,2013-08-31 03:39:19
20000037,20000384,2013-08-31 03:45:38
20000201,20000624,2013-08-31 03:46:34
20000151,20000328,2013-08-31 03:51:52
20000398,20000554,2013-08-31 03:53:20
20000268,20000328,2013-08-31 04:11:47
20000364,20000494,2013-08-31 04:24:15
20000419,20000506,2013-08-31 04:33:46
20000372,20000669,2013-08-31 04:35:33
20000197,20000341,2013-08-31 04:38:46
20000477,20000648,2013-08-31 04:39:23
20000304,20000436,2013-08-31 04:43:03
20000250,20000304,2013-08-31 04:43:48
20000014,20000381,2013-08-31 04:55:41
20000054,20000477,2013-08-31 05:05:26
20000057,20000419,2013-08-31 05:16:37
20000153,20000321,2013-08-31 05:20:09
20000148,20000648,2013-08-31 05:25:26
20000285,20000451,2013-08-31 05:35:14
20000089,20000591,2013-08-31 05:38:23
20000006,20000089,2013-08-31 05:39:08
20000166,20000540,2013-08-31 06:06:15
20000386,20000591,2013-08-31 06:08:29
20000250,20000421,2013-08-31 06:33:38
20000534,20000901,2013-08-31 06:43:29
20000344,20000669,2013-08-31 06:51:47
20000114,20000658,2013-08-31 09:23:08
20000142,20000356,2013-08-31 09:36:34
20000039,20000190,2013-08-31 09:54:50
20000054,20000356,2013-08-31 10:00:49
20000426,20000510,2013-08-31 10:02:31
20000077,20000648,2013-08-31 10:05:58
20000458,20000571,2013-08-31 10:21:48
20000053,20000521,2013-08-31 10:22:12
20000571,20000658,2013-08-31 11:21:35
20000187,20000393,2013-08-31 11:27:00
20000648,20000671,2013-08-31 11:47:06
20000041,20000426,2013-08-31 11:50:46
20000044,20000662,2013-08-31 12:10:48
20000080,20000472,2013-08-31 12:57:26
20000363,20000450,2013-08-31 13:02:47
20000344,20000361,2013-08-31 13:13:34
20000454,20000510,2013-08-31 13:13:44
20000085,20000589,2013-08-31 13:48:52
20000525,20000594,2013-08-31 13:55:09
20000105,20000513,2013-08-31 13:56:23
20000160,20000510,2013-08-31 14:55:12
20000525,20000674,2013-08-31 16:03:55
20000268,20000525,2013-08-31 16:04:37
20000393,20000674,2013-08-31 16:05:10
20000068,20000085,2013-08-31 16:11:09
20000199,20000268,2013-08-31 16:12:47
20000384,20000621,2013-08-31 16:15:54
20000095,20000250,2013-08-31 16:18:53
20000367,20000507,2013-08-31 16:44:55
20000623,20000626,2013-08-31 16:58:53
20000510,20000624,2013-08-31 17:35:42
20000160,20000506,2013-08-31 17:46:42
20000085,20000514,2013-08-31 18:21:05
20000047,20000521,2013-08-31 18:28:35
20000242,20000271,2013-08-31 18:48:06
20000393,20000510,2013-08-31 18:55:43
20000154,20000178,2013-08-31 18:59:45
20000017,20000083,2013-08-31 19:12:44
20000333,20000616,2013-08-31 19:32:07
20000269,20000607,2013-08-31 20:00:45
20000008,20000435,2013-08-31 20:21:45
20000023,20000171,2013-08-31 20:50:18
20000539,20000688,2013-08-31 20:56:42
20000359,20000376,2013-08-31 21:02:06
20000031,20000235,2013-08-31 21:08:51
20000031,20000089,2013-08-31 21:09:17
20000267,20000672,2013-08-31 21:29:51
20000509,20000616,2013-08-31 21:57:21
20000589,20000616,2013-08-31 21:58:25
20000372,20000423,2013-08-31 22:04:31
20000372,20000453,2013-08-31 22:07:58
20000672,20000688,2013-08-31 22:17:07
20000687,20000688,2013-08-31 22:19:37
20000054,20000539,2013-08-31 22:21:32
20000020,20000419,2013-08-31 22:54:55
20000157,20000337,2013-08-31 23:18:12
20000157,20000570,2013-08-31 23:25:00
20000080,20000542,2013-09-01 00:10:05
20000395,20000665,2013-09-01 00:22:17
20000279,20000574,2013-09-01 00:25:14
20000256,20000901,2013-09-01 00:27:33
20000376,20000574,2013-09-01 00:29:44
20000376,20000611,2013-09-01 00:31:46
20000012,20000561,2013-09-01 00:43:16
20000398,20000453,2013-09-01 00:50:20
20000235,20000421,2013-09-01 00:52:40
20000549,20000572,2013-09-01 01:01:40
20000424,20000549,2013-09-01 01:03:41
20000010,20000254,2013-09-01 01:05:34
20000142,20000328,2013-09-01 01:11:41
20000089,20000101,2013-09-01 01:14:46
20000245,20000268,2013-09-01 01:21:09
20000574,20000675,2013-09-01 01:34:49
